,,2016 a 2018,,2019 a 2023,,,
PND2T681N0,V1036143,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T682N0,V1036144,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T683N0,V1036145,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T684N0,V1036146,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T685N0,V1036147,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T686N0,V1036148,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T687N0,V1036149,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T688N0,V1036150,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T689N0,V1036151,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T690N0,V1036152,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T691N0,V1036153,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T692N0,V1036154,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T693N0,V1036155,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T694N0,V1036156,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T695N0,V1036157,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T696N0,V1036158,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T697N0,V1036159,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T698N0,V1036160,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T699N0,V1036161,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T700N0,V1036162,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T701N0,V1036163,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T702N0,V1036164,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T703N0,V1036165,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T704N0,V1036166,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T705N0,V1036167,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T706N0,V1036168,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T707N0,V1036169,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T708N0,V1036170,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T709N0,V1036171,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T710N0,V1036172,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T711N0,V1036173,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T712N0,V1036174,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T713N0,V1036175,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T714N0,V1036176,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T715N0,V1036177,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T716N0,V1036178,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T717N0,V1036179,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T718N0,V1036180,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T719N0,V1036181,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T720N0,V1036182,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T721N0,V1036183,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T722N0,V1036184,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T723N0,V1036185,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T724N0,V1036186,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T725N0,V1036187,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T726N0,V1036188,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T727N0,V1036189,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T728N0,V1036190,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T729N0,V1036191,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T730N0,V1036192,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T731N0,V1036193,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T732N0,V1036194,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T733N0,V1036195,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
PND2T734N0,V1036196,,,6 dígitos e 8 casas decimais,Peso trimestral do morador selecionado com correção de não entrevista com calibração pela projeção de população,,
